SUM_GENERATION
0
0
0
0
0
0
0
0
3640.817166
67972.47103
119621.7258
170287.8351
169756.7875
141821.3746
101739.8367
52809.5781
1451.152423
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1449.965507
28370.23901
53622.48068
65038.73596
49213.43301
46346.5386
40670.46191
23402.97455
2188.693848
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5769.722515
89933.6949
152366.3506
186359.8503
178793.005
186004.0477
147995.4454
77261.68419
1451.152423
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5769.722515
99824.48348
202139.2281
267710.1475
292243.4495
248967.3129
202866.2369
100387.4348
7228.182372
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1449.965507
21916.1929
40571.99986
54257.60674
59302.96417
54314.45653
42833.05467
23397.48113
1451.152423
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5082.342914
78446.266
145711.3851
195664.6358
210866.1798
196861.3992
128152.4383
65003.90495
1451.152423
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1449.965507
47883.28813
93805.75365
128048.6342
143526.5839
132002.0495
96584.91129
59659.36183
4335.122708
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1449.965507
26923.55372
47817.21335
63631.16048
69268.96188
64372.52348
50110.87736
27730.43301
2186.775613
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1449.965507
7910.211374
15005.77188
19245.77047
21343.30336
174472.4154
133444.8584
77085.71252
6516.87606
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1449.965507
15716.18616
15703.72
20633.70147
21908.22842
294917.1023
187935.5435
79711.58912
10087.37711
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10051.33414
94549.0065
173564.6999
262919.3044
247346.5079
164097.5633
158644.1471
96235.76436
8649.48784
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5766.260973
103833.3634
196183.316
249378.3468
280440.7788
273603.4904
219160.2462
117546.8129
12964.43107
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2891.246941
75250.45572
140538.9892
195622.8014
207072.8543
186308.4701
134488.1801
66080.2756
2186.775613
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2187.445436
12155.63533
21893.08283
28276.52037
31878.74623
30442.22579
24013.06759
14307.73481
2891.246941
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2187.445436
17144.93119
32618.65095
40498.69899
44097.02808
39087.39382
30472.62468
19984.0201
2891.246941
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2187.445436
11442.26096
22580.63618
26850.54663
30424.46621
28997.30625
22591.04155
13593.22492
2891.246941
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3639.905447
41387.25041
110569.4975
171313.0741
235615.571
239964.2299
252124.4597
147170.5774
23659.76781
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2187.445436
53864.06996
93506.15632
162344.7424
178860.0497
263886.2762
207296.3672
139816.1131
12944.01138
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2187.445436
11442.26096
17129.86932
26845.21442
28985.29427
223032.654
186693.6614
112842.7141
41266.77884
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2186.743102
8616.401466
15703.72
19943.45713
21908.22847
20625.4006
16418.49769
10034.82182
2891.246941
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2891.246941
28336.12127
52800.29517
69881.54986
81562.34785
72164.98448
57979.37607
31277.0827
10058.28843
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2186.743102
9318.64579
15701.9798
20630.00312
22570.96145
21340.93888
17127.23887
11446.732
4335.122708
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2891.246941
27612.09004
47016.48572
80799.25732
102623.8718
100284.6716
70184.10306
38549.34078
13639.20869
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
13616.31139
122508.0464
235392.1746
253038.3896
293683.6793
283555.8232
181937.4343
132593.5338
60689.44653
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2186.743102
9317.943457
135619.8413
243698.9007
181768.8418
154030.1942
146548.8942
47311.19415
10773.70489
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10040.90975
123900.9892
233999.3702
304234.9456
241957.2114
259037.1413
172950.1555
142810.6297
73480.29709
0
0
0
0
0
0
0
0
0
0
