SUM_DEMAND
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
236502
354374
561457.5
564884.5
366219.75
235811.25
337851.25
540160
524295
227318.75
159649.5
61532
61321
73344
73530.25
61488
61442.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
242907
359100.25
562630.5
561389.75
361320
229627
329578.75
529312
513589
217304
149181
61517.5
61309.75
71582.75
71735.75
61473.5
61429.25
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60624.5
61726.75
61899.5
62073.75
61901.75
75480.75
75363.25
61671.5
61156.5
61156.5
60801.5
61524.25
61315
74252.5
74094.5
61470.5
61424.25
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60624.5
61734.75
61906.25
62077.75
61902.5
77436.25
76726.5
61673.25
61156.5
61156.5
60801.5
61545
61333.75
77344
77555.25
61499.75
61455.25
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
305655.25
421994.25
622115.5
614115
409326.25
277747.75
375726
569480.25
549155.75
253808.25
187217.75
61529
61321
74567.5
74824.25
61490.5
61445.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
277378
395260.25
598274.75
592331.75
385720.25
255108.25
349588.75
544910.75
523302.5
228777.5
163011.5
61522
61314
72545.75
72595
61481
61435
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
245697.75
360903.25
561369
560446.5
361990.5
230450.5
323414.75
515811.5
497075.5
204376.25
138014.5
61506.25
61304
69346
69449.25
61466.75
61422.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
218323.25
333874.75
534088
532288
334781.5
204534
298624
488981.5
472757
180177.5
111567.5
61483.75
61284.25
65570.5
65622
61442.5
61397.75
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
183326
295591.5
493974.75
494592.75
300991.75
180793
280200.5
480616.25
468124
177176.5
109346.25
61484.25
61280.75
65216
65327.25
61437.25
61389
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60624.5
61672.75
61845.5
62018.5
61855
64688.75
64861
61613.75
61156.5
61156.5
60801.5
61473.75
61273
63279.25
63376.75
61428.25
61385
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60624.5
61701.75
61875.75
62049.75
61881.75
68651.75
68819.25
61651.25
61156.5
61156.5
60801.5
61516.25
61307.5
69041.25
69031.5
61464.25
61418.75
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
221723.25
337096.5
538216.5
538327.5
339905.5
208974
304317.75
495329
481530.75
190415.5
123818.75
61498.5
61294.25
66497.25
67137
61458.75
61411.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
207117.5
322309
523862.75
516358.75
305120.25
177860.5
275413.5
476340
462761.25
166101.75
100975
61478.75
61277
63747.5
63927.25
61433
61388
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
168590.5
281896
489730.75
492721.5
303076.75
181946
281633.25
478419.75
466328.5
170192.25
107347
61494.5
61288.25
65577
65587.25
61448.5
61408
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
186290
299989
503825
498148.5
294326.75
169278
266765
471704
459337.5
155399.5
90944
61486.25
61282.5
63319
63187
61436.25
61394
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
167906.25
282384.75
484353.25
484729
287285
157486.75
254346.25
467908.5
456959.5
151297.5
84611
61480
61280.25
63476.75
63643.75
61442.5
61401.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60536.5
60624.5
61710.75
61883
62058
